geometry,repeat,nominal_level,method,covered,mean_halfwidth,max_halfwidth,mean_width_over_sigma,max_width_over_sigma,strict_inside_noise,extra_radius_required,mean_empirical_sampling_variance,mean_noise_only_variance,mean_pre_smoothing_empirical_contraction_variance,mean_pre_smoothing_noise_only_variance
circle,3,0.9,sampling_only,1,0.027505085855477285,0.037705660767226604,0.4584180975912881,0.6284276794537768,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.9,sampling_plus_direction_additive,1,0.037953193753287,0.10810879706202975,0.63255322922145,1.8018132843671626,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.9,sampling_plus_direction_rss,1,0.02980332934075228,0.08278626998432445,0.4967221556792047,1.3797711664054075,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.95,sampling_only,1,0.028539247819393144,0.0391233534948432,0.47565413032321907,0.6520558915807201,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.95,sampling_plus_direction_additive,1,0.039380193457814815,0.11217357280836633,0.6563365576302469,1.8695595468061057,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.95,sampling_plus_direction_rss,1,0.03092390281448044,0.08589894565463901,0.5153983802413407,1.4316490942439837,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.99,sampling_only,1,0.030817586352218745,0.042246639867516554,0.5136264392036458,0.7041106644586093,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.99,sampling_plus_direction_additive,1,0.0425239838181234,0.12112858714200807,0.70873306363539,2.0188097857001344,0,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,3,0.99,sampling_plus_direction_rss,1,0.03339261256511756,0.09275641012085625,0.5565435427519594,1.5459401686809375,1,0.0,4.42784250451158e-05,3.49345969562198e-05,5.144255980169444e-05,4.047147329388753e-05
circle,4,0.8,sampling_only,1,0.026761846741242004,0.03615734493387005,0.4460307790207001,0.6026224155645009,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
circle,4,0.8,sampling_plus_direction_additive,1,0.035861375416352655,0.0682945385981501,0.5976895902725443,1.1382423099691683,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
circle,4,0.8,sampling_plus_direction_rss,1,0.02835685701195167,0.04840300722877537,0.4726142835325279,0.8067167871462563,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
circle,4,0.9,sampling_only,1,0.02784584884168583,0.03762191642752505,0.46409748069476386,0.6270319404587509,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
circle,4,0.9,sampling_plus_direction_additive,1,0.03731395851541895,0.07106084333059401,0.6218993085903158,1.1843473888432334,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
circle,4,0.9,sampling_plus_direction_rss,1,0.02950546580790482,0.05036359545017533,0.4917577634650804,0.8393932575029223,1,0.0,4.545139660933803e-05,3.4116151758970696e-05,5.3417070232328945e-05,3.9948608367766494e-05
