point_index,z_x,z_y,ball_count,F_hat_x,F_hat_y,v_hat_x,v_hat_y,u_hat_x,u_hat_y,direction_signal,cylinder_count,cylinder_axial_average,cylinder_average_x,cylinder_average_y,contracted_x,contracted_y,smoothing_count,final_x,final_y,pre_smoothing_se_sampling,pre_smoothing_noise_only_se,final_se_sampling,final_noise_only_se,final_se_direction
1731,1.028142607236726,0.5705363260304113,138,1.0161102797365635,0.5587120568348368,-0.012032327500162365,-0.011824269195574444,-0.7132464813470932,-0.7009133019468173,0.0168698028168848,83,0.020171756712846524,1.006985965783912,0.5632859904676678,1.006985965783912,0.5632859904676678,30,1.0039223850210166,0.5651005247335383,0.006882451833029015,0.00658585559938142,0.006208069087106426,0.0060722371940394905,0.0017569973140030186
1732,1.2107500917244354,0.5032370272231164,113,1.1781101172419932,0.4495758259518249,-0.03263997448244216,-0.05366120127129148,-0.5196754807310826,-0.8543637367813068,0.0628083788685278,70,0.09308351902567248,1.1636743506259275,0.4229206377447343,1.1636743506259275,0.4229206377447343,11,1.169332287188883,0.4270168287083772,0.007347890272753361,0.007171371656006361,0.006709654739201131,0.006460038267486146,0.004737748451758848
1733,-1.3535798441193063,0.16939569903833293,123,-1.3510719804116758,0.18198935773686334,0.0025078637076305643,0.012593658698530408,0.19530226154903924,0.9807430992027579,0.01284093531605549,179,-0.012880447023598376,-1.350689699098196,0.15568680942865307,-1.350689699098196,0.15568680942865307,12,-1.3602152751732195,0.15969822750619614,0.012193022440689842,0.004484610556511615,0.007990784788263615,0.006143249900891555,0.0040606909392046095
1734,0.9913465660083484,0.6379201747325233,132,0.9710676173219286,0.591503104729729,-0.020278948686419773,-0.04641707000279427,-0.40034620498507434,-0.9163639648927979,0.05065353045416232,84,0.05754991945027785,0.9763268389230207,0.5816796080077237,0.9763268389230207,0.5816796080077237,25,0.9764011641527449,0.5806445256115674,0.005723191574680401,0.006546536707079772,0.005775865064863107,0.006247040192415986,0.009994326281115117
1735,-0.8135707898089429,-0.6479685045233853,134,-0.8047594363266158,-0.6510817597769469,0.008811353482327089,-0.003113255253561653,0.9428772433333662,-0.33314036681866094,0.009345175678624076,193,-0.010858645563010782,-0.8228196565575482,-0.6415504904005511,-0.8228196565575482,-0.6415504904005511,17,-0.8218890630683886,-0.6471538327930113,0.011428380618599639,0.004318894504492167,0.0076966343986010705,0.006021754958025347,0.002699433234031237
1736,-1.1262954852565576,-0.473178452964781,131,-1.1243592712932535,-0.4704603081125382,0.001936213963304123,0.0027181448522428098,0.5801825165981952,0.8144864930947504,0.0033372497583291465,62,0.0044781213147145355,-1.1351151974735,-0.4613978228060732,-1.1351151974735,-0.4613978228060732,8,-1.1365476652019066,-0.4639751019729518,0.008795382850345429,0.00762000762001143,0.008281019968087965,0.007440756123582483,0.00547779762013426
1737,1.27721676679482,0.2980214305915628,164,1.2902423008176653,0.3066611681493,0.013025534022845342,0.008639737557737226,0.8333458362082938,0.55275194913659,0.015630406317395488,87,0.022595547403744885,1.296058201449638,0.3104937815199144,1.296058201449638,0.3104937815199144,33,1.2943106576399614,0.3063364979746241,0.006027330268035997,0.006432675209026769,0.00651489401731885,0.00557276960551862,0.0016141377542601063
1738,-1.269024874868047,-0.3247234717205916,137,-1.2586480222460998,-0.32814073339300126,0.010376852621947208,-0.0034172616724096327,0.9498218598850353,-0.31279135935081764,0.01092505138090126,124,0.02575508295463082,-1.2453111232152394,-0.3350538186381521,-1.2453111232152394,-0.3350538186381521,25,-1.2466667074502664,-0.3401165505574302,0.010370240094496249,0.005388159060803247,0.006928439793990079,0.00573808301706277,0.0016794172662108987
1739,1.0833441655509104,0.30135937407795677,53,1.1516225868433414,0.3779370698407859,0.068278421292431,0.07657769576282913,0.665502984966741,0.7463951882216001,0.10259671682140278,77,0.14987500242049315,1.188712421211373,0.40820908990709803,1.188712421211373,0.40820908990709803,17,1.1898119624237586,0.41147266338002136,0.007108897898266643,0.006837634587578276,0.008449560462982685,0.005571097551152949,0.0023152538570878033
1740,-0.890845936467647,-0.6981504024151525,109,-0.8600276436577622,-0.6450310054828151,0.030818292809884795,0.05311939693233736,0.5018282657288172,0.864967277829403,0.06141203059801075,69,0.07228892138072851,-0.851238640015754,-0.6375552078505723,-0.851238640015754,-0.6375552078505723,11,-0.8511445939005541,-0.6376813256636237,0.007427017225268908,0.007223151185146152,0.007556917040539957,0.0066232027223157575,0.004180219849746844
